회원번호,회원상태,성별,나이,등록카드,결혼,구독여부,주소지,세부주소지,총구매액,가루,건강일반,건어물,견과,과실주,과일,과일채소,과자,기름/식초,김장채소,김치,꿀,냉동수산,닭/오리,돼지,두부/유부,떡,말린나물/건재,멥쌀,밀가공,밑반찬,버섯,보리/혼합곡,빵,뿌리채소,생물수산,생활용품,섬유,세제/세안,소,소금,소스/기타양념,손질한채소,수산가공,식기/편백,식사대용,쌈채소류,알,양념채소,어묵/묵,열매채소,유색미/발아미,유제품,육가공,음료,잎/줄기채소,장,잼/병조림/기타,전통주,절임/장아찌,중량(정육),즉석조리,차,찹쌀,콩/화본/깨,콩나물,해조,홍삼/녹용,화장품
190225152,정상회원,여,40,기업은행,미혼,FALSE,인천광역시,남동구,203310,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
190555520,정상회원,여,58,국민은행,미혼,FALSE,전라남도,여수시,71695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
190618624,정상회원,여,30,국민카드,미혼,FALSE,강원도,원주시,26898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
190696576,정상회원,여,52,우리은행,미혼,FALSE,울산광역시,울주군,846076,4,0,0,0,0,1,0,0,0,0,0,0,2,4,0,15,0,1,0,1,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,9,2,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0
190802368,정상회원,여,42,삼성카드,미혼,0,경기도,고양시,2568399,3,1,2,2,0,2,10,10,4,0,0,1,3,1,1,23,2,1,8,6,6,11,3,18,10,1,9,0,4,4,2,1,0,2,0,3,0,20,20,10,14,0,5,5,10,16,4,0,0,1,2,1,5,1,4,10,4,0,5
190917440,정상회원,여,45,기업은행,0,FALSE,경기도,안성시,1996587,7,1,2,0,0,9,3,0,0,0,2,0,3,3,0,4,0,2,1,19,1,6,0,15,7,0,5,0,7,0,0,3,2,0,0,0,7,12,5,10,11,1,1,2,1,25,2,0,0,0,1,0,0,0,2,7,5,0,4
190973120,정상회원,여,42,광주은행,0,FALSE,경상남도,창원시,12922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191112320,정상회원,여,54,부산은행,기혼,FALSE,경상남도,거제시,435090,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,2,2,2,0,0,0,1,1,0,0,0,1,0,0,0,0
191450112,정상회원,여,55,농협중앙회,기혼,0,전라북도,군산시,206852,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192021760,정상회원,여,54,우체국,0,FALSE,대전광역시,동구,21919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
192105280,정상회원,여,42,SC제일은행,기혼,FALSE,경기도,안양시,56475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192257472,정상회원,여,46,기업은행,미혼,FALSE,경상북도,경산시,13209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
192268608,정상회원,여,54,롯데카드,0,FALSE,경상남도,창원시,229347,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,2,0,0,2,0,1,0,0,0,0,0,1,1,0,3,0,1,0,2,3,0,0,0,2,0,1,0,0,0,0,0,0,0
192313152,정상회원,여,41,신한카드,0,FALSE,부산광역시,부산진구,10529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192331712,정상회원,여,54,국민은행,미혼,FALSE,부산광역시,수영구,1378901,15,0,2,0,0,3,0,0,1,0,1,0,4,0,4,48,15,3,1,13,0,3,0,5,3,5,1,0,4,0,0,1,0,0,0,0,0,6,6,2,1,0,2,2,0,7,2,0,0,1,0,1,1,0,0,5,2,0,0
192392960,정상회원,여,47,하나은행,기혼,FALSE,경상북도,구미시,39246,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192509888,정상회원,여,29,롯데카드,기혼,0,대구광역시,수성구,30153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192522880,정상회원,여,53,현대카드,0,FALSE,대전광역시,동구,265192,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,5,0,0,1,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1,3,2,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0
192589696,정상회원,여,64,신한은행,기혼,0,경기도,용인시,312625,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,2,1,0,1,2,0,6,0,0,0,0,0,1,0,1,1,0,0,0,0
192771584,정상회원,여,42,우리은행,0,FALSE,제주특별자치도,제주시,16847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192845824,정상회원,여,32,기업은행,기혼,FALSE,경기도,이천시,127212,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0
192864384,정상회원,여,40,광주은행,미혼,FALSE,전라남도,여수시,1330102,1,6,0,0,0,1,0,6,0,0,0,0,2,4,6,9,0,0,0,9,9,0,0,4,0,0,0,0,0,1,0,2,0,0,0,1,2,13,0,0,0,0,0,7,1,1,0,0,0,0,1,0,0,0,0,0,2,0,1
192890368,정상회원,여,51,롯데카드,미혼,FALSE,경기도,부천시,729865,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,5,0,1,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,5,0,1,2,0,0,0,1,6,5,0,0,0,0,0,9,1,0,12,0,0,0
192897792,정상회원,여,46,SC제일은행,미혼,FALSE,제주특별자치도,제주시,138029,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
192994304,정상회원,여,35,연결앱결제,미혼,TRUE,대전광역시,중구,559296,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,1,1,0,1,0,3,0,6,1,0,1,0,0,0,0,0,0,0,4,1,0,1
193003584,정상회원,여,56,국민은행,미혼,FALSE,경기도,화성시,18366953,9,7,22,12,0,64,43,19,11,0,2,1,8,1,5,8,15,2,6,11,11,10,1,23,16,2,9,0,20,39,1,4,0,6,0,9,7,23,24,1,39,0,68,1,13,32,0,0,1,3,0,3,0,1,6,5,7,0,0
193109376,정상회원,여,72,SC제일은행,기혼,FALSE,경기도,용인시,49008,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
193204032,정상회원,여,45,농협중앙회,미혼,FALSE,대구광역시,중구,3211052,0,0,1,0,0,12,5,0,0,0,1,0,5,4,4,10,30,0,5,5,1,4,0,1,14,6,2,0,0,12,0,4,1,2,0,0,1,13,20,13,20,0,5,3,3,22,3,0,0,1,0,0,0,0,2,4,5,1,3
193324672,정상회원,여,74,국민은행,미혼,FALSE,경기도,안산시,428445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
193567808,정상회원,여,59,국민카드,기혼,0,대구광역시,중구,11295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
194087488,정상회원,여,40,농협중앙회,미혼,0,서울특별시,마포구,28793,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194111616,정상회원,여,46,하나은행,미혼,0,부산광역시,동구,34459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194280512,정상회원,여,45,삼성카드,미혼,FALSE,울산광역시,울주군,16273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194408576,정상회원,여,39,농협중앙회,미혼,FALSE,경기도,고양시,172010,3,2,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0
194560768,정상회원,여,56,BC카드,미혼,TRUE,경기도,화성시,280583,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,3,0,0,1,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0
194679552,정상회원,여,43,광주은행,기혼,0,경기도,부천시,145687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0
194911552,정상회원,여,39,대구은행,기혼,TRUE,강원도,춘천시,41830,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194980224,정상회원,여,54,BC카드,기혼,FALSE,경기도,수원시,93711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
195084160,정상회원,여,38,농협중앙회,기혼,FALSE,부산광역시,사하구,100219,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
195210368,정상회원,여,42,국민카드,기혼,FALSE,대구광역시,북구,224944,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0
195227072,정상회원,여,57,신한은행,기혼,FALSE,전라북도,완주군,62029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195262336,정상회원,여,37,신한은행,미혼,0,경상북도,포항시,229060,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
195538880,정상회원,여,43,롯데카드,미혼,FALSE,인천광역시,서구,28716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
195611264,정상회원,여,40,국민은행,미혼,FALSE,대구광역시,북구,34076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
196010304,정상회원,여,43,신한카드,미혼,FALSE,부산광역시,부산진구,395673,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0
196034432,정상회원,여,34,하나은행,기혼,FALSE,서울특별시,관악구,70833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196244160,정상회원,여,41,국민은행,미혼,FALSE,충청북도,청주시,51497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196388928,정상회원,여,35,농협중앙회,기혼,FALSE,부산광역시,사하구,1701025,1,1,0,1,0,3,0,4,2,0,0,1,0,2,0,13,0,1,9,0,5,3,3,3,1,0,21,1,4,0,0,3,0,0,0,1,0,9,5,5,3,0,0,2,8,4,5,3,0,0,9,0,3,0,1,3,1,0,4
196431616,정상회원,여,49,농협중앙회,기혼,FALSE,인천광역시,남동구,1340570,2,0,0,0,0,2,2,0,0,0,0,0,0,3,2,6,1,1,3,0,2,1,0,0,10,0,1,0,3,2,0,9,1,0,0,0,9,5,9,0,1,2,0,3,0,13,0,0,0,3,5,0,0,1,3,2,0,0,0
196646912,정상회원,여,65,롯데카드,미혼,0,경상남도,창원시,68154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196691456,정상회원,여,68,농협중앙회,미혼,FALSE,대구광역시,중구,45065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196823232,정상회원,여,39,연결앱결제,미혼,FALSE,경상북도,포항시,49261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
196890048,정상회원,여,70,현대카드,미혼,FALSE,경기도,안산시,126063,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196930880,정상회원,여,34,신한은행,미혼,FALSE,대전광역시,동구,214796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,2,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
197057088,정상회원,여,53,우리은행,기혼,FALSE,경상남도,김해시,339136,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197144320,정상회원,여,40,연결앱결제,미혼,TRUE,경상남도,창원시,3175957,4,0,5,0,0,1,5,16,3,0,5,2,7,7,27,21,13,0,0,12,18,4,1,6,4,1,11,0,6,4,0,4,0,0,0,4,8,12,10,7,7,0,8,7,9,9,3,0,2,2,0,2,1,0,1,6,3,0,4
197896000,정상회원,여,47,우리은행,미혼,FALSE,충청남도,아산시,479947,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,9,0,2,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,2,7,16,0,15,0,0,1,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0
197936832,정상회원,여,63,하나은행,기혼,FALSE,광주광역시,광산구,68441,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
198087168,정상회원,여,38,롯데카드,기혼,FALSE,대전광역시,동구,446588,3,0,0,0,0,1,0,1,0,0,2,0,0,0,0,5,2,0,3,2,3,2,1,1,2,0,0,0,0,0,0,1,0,0,0,1,1,3,1,0,1,0,1,0,7,2,0,0,0,0,0,0,0,1,0,2,0,0,0
198224512,정상회원,여,35,하나은행,기혼,FALSE,경기도,성남시,477704,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,4,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
198335872,정상회원,여,33,롯데카드,기혼,FALSE,부산광역시,연제구,453431,0,0,0,0,0,3,1,3,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,1,6,0,3,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,6,0,0,0,0,0,0,0,1,1,0,2,0,0,0
198617984,정상회원,여,35,국민카드,미혼,FALSE,충청북도,청주시,35034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
198714496,정상회원,여,64,국민은행,미혼,FALSE,충청남도,천안시,12826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198913088,정상회원,여,39,국민은행,기혼,FALSE,울산광역시,울주군,62027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
198952064,정상회원,여,56,현대카드,미혼,0,충청남도,예산군,22877,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199041152,정상회원,여,38,롯데카드,미혼,0,부산광역시,해운대구,8806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199364096,정상회원,여,58,BC카드,기혼,FALSE,서울특별시,양천구,189050,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,1,5,0,0,0
199520000,정상회원,남,68,국민은행,미혼,FALSE,울산광역시,남구,390634,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,2,4,2,0,0,0,0,0,0,1,0,0,0,0,1
199848512,정상회원,여,41,국민카드,기혼,FALSE,서울특별시,관악구,22973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
199870784,정상회원,여,41,농협중앙회,미혼,FALSE,전라북도,군산시,251074,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0
199919040,정상회원,남,77,국민은행,미혼,FALSE,경상남도,거제시,50159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
199933888,정상회원,여,71,신한은행,미혼,TRUE,충청북도,청주시,93615,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200123200,정상회원,여,54,연결앱결제,기혼,FALSE,광주광역시,광산구,83182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
200193728,정상회원,여,34,우리은행,미혼,0,경기도,부천시,16617,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200204864,정상회원,여,42,신한은행,미혼,TRUE,충청북도,제천시,2495326,1,1,2,0,0,11,15,3,0,0,2,0,0,3,5,10,3,1,0,14,11,3,0,27,4,4,0,0,0,1,0,5,0,2,0,16,4,8,7,4,3,0,0,2,0,7,5,1,0,0,22,2,0,0,0,2,7,0,0
200234560,정상회원,여,37,연결앱결제,미혼,FALSE,서울특별시,강동구,1714634,1,1,1,0,0,1,0,11,3,0,0,1,4,0,4,21,1,0,0,6,1,2,0,19,1,0,1,0,1,1,0,1,0,1,0,3,1,18,2,0,3,0,0,14,16,3,1,2,0,7,3,0,0,0,0,1,5,1,3
200340352,정상회원,여,67,BC카드,미혼,FALSE,부산광역시,부산진구,196327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0
200349632,정상회원,여,38,경남은행,미혼,TRUE,경기도,용인시,48052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200548224,정상회원,여,39,새마을금고,미혼,TRUE,경기도,화성시,3173194,1,7,0,0,0,10,12,4,0,0,0,1,0,8,3,21,0,0,0,3,1,24,0,0,12,6,1,0,0,0,1,1,0,4,0,0,3,24,13,1,16,0,1,2,6,44,2,2,4,1,0,0,1,0,0,11,2,1,2
200564928,정상회원,여,55,하나은행,미혼,TRUE,경기도,파주시,209305,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
200631744,정상회원,여,36,SC제일은행,미혼,FALSE,경기도,고양시,683778,1,0,1,0,0,3,3,1,0,0,0,0,0,0,0,6,1,1,1,5,3,2,0,2,1,0,2,0,1,1,0,3,0,0,0,6,1,4,1,1,2,0,1,6,5,1,0,0,0,0,1,3,0,0,0,5,0,0,0
200743104,정상회원,여,45,하나은행,미혼,0,서울특별시,강남구,585619,1,0,1,0,0,0,0,0,3,0,0,0,1,1,5,4,2,0,1,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,2,2,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
200761664,정상회원,여,38,농협중앙회,기혼,FALSE,경상남도,거제시,39820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200774656,정상회원,여,65,우리은행,0,0,대구광역시,중구,170095,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
200839616,정상회원,여,39,농협중앙회,기혼,FALSE,경기도,고양시,1048256,0,1,0,1,0,1,5,0,1,0,0,0,0,0,0,1,3,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,7,8,0,1,0,5,1,0,1,1,0,0,0,15,3,0,1,1,0,1,0,0
200906432,정상회원,여,53,연결앱결제,기혼,FALSE,충청남도,천안시,136594,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
